order_id,date,time
5245,2015-03-29,20:29:18
5246,2015-03-29,22:27:29
5298,2015-03-30,20:08:49
5299,2015-03-30,20:10:10
5300,2015-03-30,20:17:59
5301,2015-03-30,21:04:56
5302,2015-03-30,21:15:23
5303,2015-03-30,21:15:27
5304,2015-03-30,21:16:48
5305,2015-03-30,21:34:09
5306,2015-03-30,21:35:15
5307,2015-03-30,21:44:36
5308,2015-03-30,21:53:36
5363,2015-03-31,20:15:58
5364,2015-03-31,20:16:14
5365,2015-03-31,20:31:48
5366,2015-03-31,21:01:41
5367,2015-03-31,21:58:06
5368,2015-03-31,21:58:47
5369,2015-03-31,22:05:04
5370,2015-03-31,22:15:48
5430,2015-04-01,20:08:29
5431,2015-04-01,20:27:58
5432,2015-04-01,21:23:53
5433,2015-04-01,21:44:14
5434,2015-04-01,21:57:37
5435,2015-04-01,22:02:06
5436,2015-04-01,22:14:04
5437,2015-04-01,22:41:48
5491,2015-04-02,20:04:13
5492,2015-04-02,20:52:16
5493,2015-04-02,20:52:41
5494,2015-04-02,21:04:03
5495,2015-04-02,21:06:39
5496,2015-04-02,21:41:03
5497,2015-04-02,22:13:02
5498,2015-04-02,22:15:45
5499,2015-04-02,22:27:54
5551,2015-04-03,20:15:25
5552,2015-04-03,20:20:16
5553,2015-04-03,20:25:28
5554,2015-04-03,20:28:49
5555,2015-04-03,20:39:59
5556,2015-04-03,20:42:09
5557,2015-04-03,21:05:38
5558,2015-04-03,21:48:03
5559,2015-04-03,21:55:15
5560,2015-04-03,22:05:31
5561,2015-04-03,22:08:55
5562,2015-04-03,22:12:28
5563,2015-04-03,22:40:27
5612,2015-04-04,20:01:53
5613,2015-04-04,20:31:44
5614,2015-04-04,20:35:00
5615,2015-04-04,20:37:20
5616,2015-04-04,20:42:02
5617,2015-04-04,20:48:01
5618,2015-04-04,20:48:05
5619,2015-04-04,20:54:38
5620,2015-04-04,20:55:21
5621,2015-04-04,20:58:16
5622,2015-04-04,21:11:37
5623,2015-04-04,21:43:08
5624,2015-04-04,21:44:25
5625,2015-04-04,21:47:14
5626,2015-04-04,21:50:27
5627,2015-04-04,22:07:55
5628,2015-04-04,22:39:46
5629,2015-04-04,22:49:14
5675,2015-04-05,20:37:35
5676,2015-04-05,20:55:34
5677,2015-04-05,21:14:50
5678,2015-04-05,21:31:01
5679,2015-04-05,22:15:18
5732,2015-04-06,20:08:50
5733,2015-04-06,20:34:47
5734,2015-04-06,20:59:14
5735,2015-04-06,21:12:12
5736,2015-04-06,21:12:44
5737,2015-04-06,21:15:42
5738,2015-04-06,21:38:52
5739,2015-04-06,22:14:47
5788,2015-04-07,20:32:57
5789,2015-04-07,20:42:36
5790,2015-04-07,20:44:10
5791,2015-04-07,20:54:24
5792,2015-04-07,20:56:16
5793,2015-04-07,21:18:23
5794,2015-04-07,21:21:33
5795,2015-04-07,21:30:19
5796,2015-04-07,21:41:31
5797,2015-04-07,22:12:53
5798,2015-04-07,22:19:54
5799,2015-04-07,22:25:10
5800,2015-04-07,22:45:55
5854,2015-04-08,20:55:54
5855,2015-04-08,21:04:10
5856,2015-04-08,21:10:21
5857,2015-04-08,21:40:16
5858,2015-04-08,21:50:44
5859,2015-04-08,21:54:12
5860,2015-04-08,22:15:29
5906,2015-04-09,20:11:35
5907,2015-04-09,20:22:02
5908,2015-04-09,20:22:32
5909,2015-04-09,20:30:30
5910,2015-04-09,20:32:20
5911,2015-04-09,22:25:34
5912,2015-04-09,22:51:13
5956,2015-04-10,20:02:50
5957,2015-04-10,20:04:44
5958,2015-04-10,20:32:49
5959,2015-04-10,20:42:32
5960,2015-04-10,20:44:30
5961,2015-04-10,20:44:46
5962,2015-04-10,20:46:24
5963,2015-04-10,20:48:13
